"id","status","sort","user_created","date_created","user_updated","date_updated","brand_name","model","type","price","price_before","discount_info","partner_name","partner_link_url","partner_link_rel_2","partner_link_title","ceneo_link_rel_2","ceneo_url","ceneo_link_title","image","humidification_efficiency","tested_efficiency","max_area","tested_max_area","water_tank_capacity","water_tank_min_time","water_tank_fill_type","hygrostat","hygrostat_min","hygrostat_max","hygrostat_step","fan_modes_count","min_fan_volume","max_fan_volume","night_mode","evaporative_filter","evaporative_filter_life","evaporative_filter_price","silver_ion","silver_ion_life","silver_ion_price","ceramic_filter","ceramic_filter_life","ceramic_filter_price","uv_lamp","ionization","mobile_app","mobile_features","control_other","remote_control","functions","min_rated_power_consumption","max_rated_power_consumption","rated_voltage","width","height","depth","weight","colors","capability_points","capability","profitability_points","ranking","profitability","review_link","ranking_hidden","Filter_cots_humi","disks","main_ranking","for_plant","for_desk","alergic","astmatic","small","for_kids","big_area","humidification_area","max_area_ro","max_performance","hepa_filter_class","mesh_filter","carbon_filter","type_of_device","is_promo","gallery"
88,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-08-12T15:10:52.000Z","f76fde35-7e8f-49bd-893d-9706def1e294","2024-09-11T13:24:15.000Z","Raven","EN004","sonic",134,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/47113448#crid=700600&pid=16557","Sprawdź na Ceneo.pl","97387811-81d0-4c8d-9e5e-e302e28f0aaa",300,,20,,5,50,"remove_cover","1",45,90,5,,,"35","0","0",,,"0",,,"1",,,"0","blade","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Optyczny wskaźnik napełnienia zbiornika"",""Aromaterapia"",""Timer""]",,30,220,26,35,26,2.67,"[""Biały""]",,,,,,,true,"brak",,"nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[196]"
89,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-08-12T15:19:27.000Z","f76fde35-7e8f-49bd-893d-9706def1e294","2024-09-11T13:24:36.000Z","Raven","EN008","sonic",299,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/122399054#crid=700599&pid=16557","Sprawdź na Ceneo.pl","dded716c-4d14-44fa-ab6f-8c9089d8d7d3",350,,20,,4,,"remove_cover","1",45,90,5,,,,"0","0",,,"0",,,"1",,,"0","blade","0","[""Wi-Fi 2,4 GHz""]",,"1","[""Aromaterapia"",""Timer""]",,110,220,22.4,33.5,22.4,3.5,"[""Czarny""]",,57,,,35,,false,"Filtr ceramiczny - 59 zł, brak danych o częstotliwości wymiany",,"nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[197,198]"
90,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-08-12T15:32:27.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:10:00.000Z","Raven","EN003X","sonic",299,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/42949507#crid=700614&pid=16557","Sprawdź na Ceneo.pl","e9fc0027-c3ab-4bf7-bd06-b0ad8f9ca1e1",300,,20,,4,13,"remove_cover","1",45,90,5,6,,,"1","0",,,"0",,,"1",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"1","[""Aromaterapia"",""Timer""]",,30,,25.5,31.5,24.5,1.7,"[""Czarny""]",,38,,,62,,false,"Filtr ceramiczny - 59 zł, brak danych o częstotliwości wymiany",,"nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[199]"
91,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-08-12T15:49:57.000Z","f76fde35-7e8f-49bd-893d-9706def1e294","2024-09-11T13:25:08.000Z","Raven","ENE001","vapor",299,,,,,"[]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/123937202#crid=701127&pid=16557","Sprawdź na Ceneo.pl","d954955c-c73f-47ff-a3cb-fac5c116ada8",112,,16,,5,,"remove_cover","0",,,,3,,,"0","1",3,99,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia"",""Timer""]",5,,,22,31,22,3.5,"[""Biały""]",,48,,,46,,false,"wymiana filtra ewaporacyjnego co 3 miesiące - 99 zł. Koszt roczny - 396 zł.",,"Nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[200,201]"
92,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-08-14T07:40:52.000Z","f76fde35-7e8f-49bd-893d-9706def1e294","2025-05-05T09:39:37.000Z","Clofte","Duo 400","with_purifier",899,,,"Clofte","https://clofte.pl/nawilzacze-powietrza-z-oczyszczaczem/clofte-duo-400/","[""noopener"",""nofollow""]","Link do sklepu Clofte.pl","[""nofollow"",""noopener""]",,,"e81e4928-84bc-4f8f-a3f2-4c2d152489e7",440,400,55,57.14286,3,,"remove_cover","1",40,59,10,3,26,,"1","1",6,79,"1",,,"0",,,"1","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Higrostat"",""Sterowanie smartfonem"",""Timer"",""Filtr HEPA""]",,15,220,21.6,40.1,23.9,2.6,"[""Biały""]",,89,,,82,"/recenzje-nawilzaczy-powietrza/clofte-duo-400/",false,"79 zł","Nie","Tak","Nie","nie","tak","tak","nie","nie","tak","60","15","110","HEPA H13","1",,,true,"[202,203,204,205,206,207,208]"
93,"draft",,"f76fde35-7e8f-49bd-893d-9706def1e294","2024-08-19T11:22:04.000Z","ce682939-7d3b-4f32-85de-df7f56fffb04","2024-11-14T10:57:47.000Z","Raven","EN002","sonic",120,,,,,"[]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/40953888#crid=294144&pid=16557","Sprawdź na Ceneo.pl","27090b66-977b-4b3f-bef2-d1dd31bba939",350,,20,,3.5,13,"remove_cover","0",,,,,,"35","0","0",,,"0",,,"1",,29,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Automatyczne wył. przy pustym zbiorniku"",""Timer""]",,30,220,,,,1.4,"[""Biały""]",,23,,,45,"https://ranking-oczyszczaczy.pl/recenzje-nawilzaczy-powietrza/raven-en002/",false,"Filtr ceramiczny w cenie 29 zł. Brak danych o zalecanej częstotliwości wymiany.","Nie","nie","Nie","nie","nie","nie","nie","nie","nie",,,,,,,,false,"[209]"
94,"published",,"94875643-bc29-4c6b-89d0-3b59e7ddf858","2024-12-03T11:27:37.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-05-08T10:49:03.000Z","Philips","HU5710/03","vapor",756,,,,,"[""nofollow"",""noopener""]",,"[""nofollow"",""noopener""]","https://www.ceneo.pl/173907874#crid=725639&pid=16557",,"3b2944ce-6bba-4e75-b245-7eeff1de3dc7",400,400,56,57.14286,4.5,,"window","1",30,70,4,3,12,"34","1","1",6,119,"0",,,"0",,,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Higrostat"",""Timer"",""Aromaterapia"",""Sterowanie smartfonem"",""Sygnalizacja zużycia filtra""]",0.5,8,,27.1,42.8,27.9,,"[""Szary""]",,81,,,46,"/recenzje-nawilzaczy-powietrza/philips-hu5710-03/",false,"238 zł",,"Tak","Nie","nie","nie","nie","nie","nie","tak",,,,,,,,false,"[]"
95,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2025-01-10T12:03:30.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:11:02.000Z","Xiaomi","Evaporative 3 Lite","vapor",377,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/176494915#crid=722245&pid=16557","Sprawdź na Ceneo.pl","47765645-d8ff-4346-a159-a98c64f17f1a",280,,50,,4,,"window","1",40,70,5,,,"50","1","0",,,"0",,,"0",,,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Sterowanie smartfonem"",""Funkcja osuszania filtra""]",2,7,230,26,35.6,26,4,"[""Biały""]",,,,,,,false,"brak","Tak","nie","Nie","nie","nie","nie","tak","nie","nie",,"40",,,,,,false,"[211]"
96,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2025-02-18T12:41:40.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:11:27.000Z","Boneco","W400","vapor",1736,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/89907163#crid=727345&pid=16557","Link do Ceneo.pl","33e5d6f7-c03b-441a-ac7e-3f44c570a7a2",400,350,60,50,12,,"remove_cover","1",,,,2,45,"55","1","1",,,"0",,,"0",,,"0","no","0","[""Wi-Fi 2,4 GHz""]",,"0","[""Aromaterapia"",""Timer""]",3,12.7,220,40,43.3,28,6.45,,,,,,,,false,,,"Nie","Nie","Nie","nie","nie","nie","nie","tak","60",,,,"1",,,false,"[212,213,214]"
97,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2025-02-20T15:59:57.000Z","f76fde35-7e8f-49bd-893d-9706def1e294","2025-02-20T16:01:46.000Z","Philips","HU1510/03","sonic",349,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/173908394#crid=727613&pid=16557","Sprawdź na Ceneo.pl",,275,,41,,3,11,"remove_cover","1",40,70,10,3,,"34","1","0",,,"0",,,"0",,,"0","no","1",0,,"0","[""Higrostat"",""Timer"",""Aromaterapia""]",2,19,230,21.5,35.6,21.3,1.1,"[""Biały"",""Szary"",""Srebrny""]",,,,,,,true,"brak",,"nie","Nie","nie","nie","nie","nie","nie","nie","39","39",,,,,,false,"[]"
98,"published",,"f76fde35-7e8f-49bd-893d-9706def1e294","2025-02-23T15:21:47.000Z","94875643-bc29-4c6b-89d0-3b59e7ddf858","2025-03-03T14:11:49.000Z","Venta","AH735 Aerostyle Compact","vapor",1915,,,,,"[""nofollow"",""noopener""]",,"[""noopener"",""nofollow""]","https://www.ceneo.pl/168359510?#crid=727980&pid=16557","Link do Ceneo.pl","d96e56e8-79e5-4044-b894-74dd0d71d379",490,,70,,6,,"remove_cover","1",40,60,5,5,24,"54","1","0",,,"0",,,"0",,,"0","no","1","[""Wi-Fi 2,4 GHz""]",,"0","[""Higrostat"",""Timer"",""Sterowanie smartfonem""]",5,42,,34,44,33,,"[""Biały"",""Czarny""]",,,,,,,false,,"Tak","Nie","Nie","nie","nie","nie","nie","nie","tak","70","70",,,,,,false,"[215,216,217,218,219]"
